site_id,date,taxon_id,scientific_name,fish_total_length,n,total_fish_measured,increased,total_collected,area_m2,no,Species,Family,correction,total_fish_per_size,no_m2,species_a,species_b,BodyShapeI,family_a,family_b,a,b,fish_total_length_cm,grams
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,23,3,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.3,0.01914920264499694
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,25,3,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.5,0.024863783744676675
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,26,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.6,0.02811354673024705
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,27,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.7,0.03164101612095749
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,28,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.8,0.03545831279502289
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,30,5,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3,0.04401116679430977
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,31,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.1,0.04877125573921273
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,32,2,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.2,0.05387023185746526
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,34,2,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.4,0.06513449957499434
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,35,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.5,0.07132474498633516
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,36,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.6,0.07790378256532506
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,38,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.8,0.09227867229323636
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,40,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4,0.10836050129626525
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,43,2,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.3,0.13590715319340702
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,45,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.5,0.15670422496026504
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,46,5,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.6,0.16787137261183113
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,47,3,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.7,0.17956827212019835
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,48,2,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.8,0.19180797844117373
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,49,4,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.9,0.20460358325208305
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,50,3,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5,0.21796821428662025
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,51,8,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.1,0.23191503469510036
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,52,3,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.2,0.2464572424286538
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,53,2,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.3,0.26160806964601385
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,54,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.4,0.2773807821416503
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,55,4,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.5,0.29378867879408954
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,56,5,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.6,0.31084509103335034
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,57,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.7,0.32856338232649385
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,59,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.9,0.36603921316062554
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,60,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6,0.38582363542637244
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,61,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.1,0.40632370127941375
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,62,2,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.2,0.42755292722767035
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,65,2,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.5,0.49575116751540754
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,66,2,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.6,0.5200327784967513
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,69,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.9,0.5977154266574457
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,70,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7,0.6252679583592562
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,71,3,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7.1,0.6536725696287735
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,73,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7.3,0.7130932254218959
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,74,4,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7.4,0.7441369310793714
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,76,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7.6,0.8089604391287915
HOPB,2018-05-01,RHIATR,Rhinichthys atratulus,80,1,88,no,44,499.0573263558515,44,Rhinichthys atratulus,Cyprinidae,0.5,44,0.08816622395124586,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,8,0.9499416987089419
HOPB,2018-05-01,SALFON,Salvelinus fontinalis,20,1,6,no,4,499.0573263558515,4,Salvelinus fontinalis,Salmonidae,0.6666666666666666,4,0.008015111268295079,0.00876,3.0700000000000003,NA,0.00871,3.1,0.00876,3.0700000000000003,2,0.07356414518830458
HOPB,2018-05-01,SALFON,Salvelinus fontinalis,142,1,6,no,4,499.0573263558515,4,Salvelinus fontinalis,Salmonidae,0.6666666666666666,4,0.008015111268295079,0.00876,3.0700000000000003,NA,0.00871,3.1,0.00876,3.0700000000000003,14.2,30.201556334571492
HOPB,2018-05-01,SALFON,Salvelinus fontinalis,145,1,6,no,4,499.0573263558515,4,Salvelinus fontinalis,Salmonidae,0.6666666666666666,4,0.008015111268295079,0.00876,3.0700000000000003,NA,0.00871,3.1,0.00876,3.0700000000000003,14.5,32.203559171087775
HOPB,2018-05-01,SALFON,Salvelinus fontinalis,163,2,6,no,4,499.0573263558515,4,Salvelinus fontinalis,Salmonidae,0.6666666666666666,4,0.008015111268295079,0.00876,3.0700000000000003,NA,0.00871,3.1,0.00876,3.0700000000000003,16.3,46.12326594433387
HOPB,2018-05-01,SALFON,Salvelinus fontinalis,190,1,6,no,4,499.0573263558515,4,Salvelinus fontinalis,Salmonidae,0.6666666666666666,4,0.008015111268295079,0.00876,3.0700000000000003,NA,0.00871,3.1,0.00876,3.0700000000000003,19,73.83761514035145
HOPB,2018-05-01,SALTRU,Salmo trutta,147,1,3,no,1,499.0573263558515,1,Salmo trutta,Salmonidae,0.3333333333333333,1,0.0020037778170737697,0.006625000000000001,3.1405,NA,0.00871,3.1,0.006625000000000001,3.1405,14.7,30.70053702530096
HOPB,2018-05-01,SALTRU,Salmo trutta,150,1,3,no,1,499.0573263558515,1,Salmo trutta,Salmonidae,0.3333333333333333,1,0.0020037778170737697,0.006625000000000001,3.1405,NA,0.00871,3.1,0.006625000000000001,3.1405,15,32.71150168192232
HOPB,2018-05-01,SALTRU,Salmo trutta,151,1,3,no,1,499.0573263558515,1,Salmo trutta,Salmonidae,0.3333333333333333,1,0.0020037778170737697,0.006625000000000001,3.1405,NA,0.00871,3.1,0.006625000000000001,3.1405,15.1,33.40127042245123
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,26,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,2.6,0.9527106886621243
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,53,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,5.3,8.34757774145061
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,54,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,5.4,8.836895978099895
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,58,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,5.8,10.986935378011646
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,61,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,6.1,12.812162312479174
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,66,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,6.6,16.2888304704109
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,71,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,7.1,20.348836273323055
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,75,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,7.5,24.04799981663963
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,82,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,8.2,31.562941827156205
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,94,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,9.4,47.8560548652218
HOPB,2018-05-01,SEMATR,Semotilus atromaculatus,106,1,11,no,5,499.0573263558515,5,Semotilus atromaculatus,Cyprinidae,0.45454545454545453,5,0.010018889085368849,0.0518,3.0475000000000003,NA,0.0016,3.115,0.0518,3.0475000000000003,10.6,69.01593629247742
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,19,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,1.9,0.01052629145792729
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,20,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2,0.012360756725529954
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,22,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.2,0.016660458494711428
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,23,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.3,0.01914920264499694
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,24,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.4,0.021879667694087696
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,25,4,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.5,0.024863783744676675
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,26,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.6,0.02811354673024705
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,27,4,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.7,0.03164101612095749
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,28,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.8,0.03545831279502289
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,29,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,2.9,0.039577617057934056
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,30,4,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3,0.04401116679430977
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,31,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.1,0.04877125573921273
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,32,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.2,0.05387023185746526
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,33,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.3,0.05932049582093707
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,34,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.4,0.06513449957499434
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,35,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.5,0.07132474498633516
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,36,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,3.6,0.07790378256532506
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,40,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4,0.10836050129626525
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,41,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.1,0.1170733786373292
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,42,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.2,0.12625130914868432
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,43,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.3,0.13590715319340702
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,44,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.4,0.14605381162334535
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,46,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.6,0.16787137261183113
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,47,4,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.7,0.17956827212019835
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,48,5,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,4.8,0.19180797844117373
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,50,5,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5,0.21796821428662025
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,51,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.1,0.23191503469510036
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,52,4,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.2,0.2464572424286538
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,53,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.3,0.26160806964601385
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,54,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.4,0.2773807821416503
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,55,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.5,0.29378867879408954
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,56,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.6,0.31084509103335034
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,57,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.7,0.32856338232649385
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,58,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.8,0.3469569476803599
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,59,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,5.9,0.36603921316062554
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,60,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6,0.38582363542637244
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,61,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.1,0.40632370127941375
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,62,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.2,0.42755292722767035
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,63,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.3,0.44952485906193457
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,64,3,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.4,0.4722530714454054
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,65,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.5,0.49575116751540754
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,66,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.6,0.5200327784967513
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,67,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,6.7,0.5451115633262187
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,70,4,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7,0.6252679583592562
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,71,2,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7.1,0.6536725696287735
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,72,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7.2,0.6829430526869255
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,74,4,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7.4,0.7441369310793714
HOPB,2018-05-02,RHIATR,Rhinichthys atratulus,75,1,108,no,108,924.5693625118934,108,Rhinichthys atratulus,Cyprinidae,1,108,0.11681113865441407,0.00141,3.132,NA,0.0016,3.115,0.00141,3.132,7.5,0.7760880379607186
